library,object,function,option
libesp_system.a,cpu_start.c.obj,call_start_cpu0,FALSE
libesp_system.a,panic_handler.c.obj,xt_unhandled_exception
libesp_system.a,panic_handler.c.obj,panicHandler
libesp_system.a,system_internal.c.obj,esp_restart_noos
libesp_system.a,system_internal.c.obj,esp_system_reset_modules_on_exit
libesp_system.a,crosscore_int.c.obj,esp_crosscore_isr,FALSE
libesp_system.a,crosscore_int.c.obj,esp_crosscore_int_send
libesp_system.a,crosscore_int.c.obj,esp_crosscore_int_send_yield
libesp_system.a,panic_handler.c.obj,panic_enable_cache
libesp_system.a,freertos_hooks.c.obj,esp_vApplicationIdleHook,CONFIG_PM_RTOS_IDLE_OPT
libesp_system.a,freertos_hooks.c.obj,esp_vApplicationTickHook
libesp_system.a,int_wdt.c.obj,tick_hook,CONFIG_ESP_INT_WDT
libesp_system.a,task_wdt.c.obj,idle_hook_cb,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt.c.obj,esp_task_wdt_reset,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt.c.obj,esp_task_wdt_reset_user,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt.c.obj,task_wdt_timer_feed,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt.c.obj,find_entry_and_check_all_reset,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt.c.obj,find_entry_from_task_handle_and_check_all_reset,CONFIG_PM_SLP_IRAM_OPT
libesp_system.a,task_wdt_impl_esp_timer.c.obj,esp_task_wdt_impl_timer_feed,CONFIG_PM_SLP_IRAM_OPT
libesp_timer.a,esp_timer_impl_systimer.c.obj,timer_alarm_isr,FALSE
libesp_timer.a,esp_timer_impl_systimer.c.obj,esp_timer_get_time
libesp_timer.a,esp_timer.c.obj,esp_timer_get_next_alarm_for_wake_up,CONFIG_PM_ENABLE
libesp_timer.a,esp_timer.c.obj,timer_list_unlock
libesp_timer.a,esp_timer.c.obj,timer_list_lock
libfreertos.a,port_systick.c.obj,SysTickIsrHandler
libfreertos.a,port_systick.c.obj,xPortSysTickHandler
libfreertos.a,port.c.obj,vPortEnterCritical
libfreertos.a,port.c.obj,vPortExitCritical
libfreertos.a,port.c.obj,vPortYieldFromISR
libfreertos.a,port.c.obj,vPortSetInterruptMask
libfreertos.a,port.c.obj,xPortInIsrContext
libfreertos.a,port.c.obj,vPortYield
libfreertos.a,port.c.obj,vPortClearInterruptMask
libfreertos.a,port.c.obj,xPortSetInterruptMaskFromISR
libfreertos.a,port.c.obj,vPortClearInterruptMaskFromISR
libfreertos.a,tasks.c.obj,xTaskGetCurrentTaskHandle
libfreertos.a,tasks.c.obj,xTaskGetSchedulerState
libfreertos.a,tasks.c.obj,xTaskIncrementTick
libfreertos.a,tasks.c.obj,prvResetNextTaskUnblockTime
libfreertos.a,tasks.c.obj,vTaskStepTick,CONFIG_FREERTOS_USE_TICKLESS_IDLE
libfreertos.a,tasks.c.obj,taskSelectHighestPriorityTaskSMP
libfreertos.a,tasks.c.obj,vTaskSwitchContext
libfreertos.a,port_common.c.obj,xPortCheckValidTCBMem
libfreertos.a,portasm.S.obj,.text.*
libfreertos.a,list.c.obj,.text.*,FALSE
libfreertos.a,queue.c.obj,.text.*,FALSE
libfreertos.a,queue.c.obj,.iram1.*,FALSE
libhal.a,cache_hal.c.obj,.iram1.*
libhal.a,cache_hal.c.obj,.text.*
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_program_page
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_erase_sector
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_erase_block
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_erase_block
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_read
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_common_command
libhal.a,spi_flash_hal_iram.c.obj,spi_flash_hal_resume
libhal.a,spi_flash_hal_gpspi.c.obj,spi_flash_hal_gpspi_poll_cmd_done
libspi_flash.a,cache_utils.c.obj,spi_flash_cache_enabled
libspi_flash.a,cache_utils.c.obj,spi_flash_enable_cache
libspi_flash.a,cache_utils.c.obj,spi_flash_restore_cache
libspi_flash.a,cache_utils.c.obj,spi_flash_disable_cache
libspi_flash.a,cache_utils.c.obj,spi_flash_disable_interrupts_caches_and_other_cpu
libspi_flash.a,cache_utils.c.obj,spi_flash_enable_interrupts_caches_and_other_cpu
libspi_flash.a,flash_mmap.c.obj,.iram1.*
libesp_pm.a,pm_impl.c.obj,esp_pm_impl_isr_hook,CONFIG_PM_ENABLE
libesp_pm.a,pm_impl.c.obj,vApplicationSleep,CONFIG_PM_ENABLE
libesp_pm.a,pm_impl.c.obj,leave_idle,CONFIG_PM_ENABLE
libesp_pm.a,pm_impl.c.obj,esp_pm_impl_idle_hook,CONFIG_PM_RTOS_IDLE_OPT
libesp_pm.a,pm_impl.c.obj,esp_pm_impl_waiti,CONFIG_PM_RTOS_IDLE_OPT
libesp_pm.a,pm_locks.c.obj,esp_pm_lock_acquire,CONFIG_PM_ENABLE
libesp_pm.a,pm_locks.c.obj,esp_pm_lock_release,CONFIG_PM_ENABLE
libesp_phy.a,phy_init.c.obj,esp_phy_disable,CONFIG_PM_ENABLE
libesp_phy.a,phy_init.c.obj,esp_phy_enable,CONFIG_PM_ENABLE
libesp_phy.a,phy_init.c.obj,esp_phy_common_clock_disable,CONFIG_PM_ENABLE
libesp_phy.a,phy_init.c.obj,esp_phy_common_clock_enable,CONFIG_PM_ENABLE
libesp_wifi.a,esp_adapter.c.obj,wifi_apb80m_release_wrapper,CONFIG_PM_ENABLE
libesp_wifi.a,esp_adapter.c.obj,wifi_apb80m_request_wrapper,CONFIG_PM_ENABLE
libesp_wifi.a,esp_adapter.c.obj,wifi_reset_mac_wrapper,CONFIG_PM_ENABLE
libesp_wifi.a,esp_adapter.c.obj,wifi_clock_disable_wrapper,CONFIG_ESP_WIFI_SLP_IRAM_OPT
libesp_wifi.a,esp_adapter.c.obj,wifi_clock_enable_wrapper,CONFIG_ESP_WIFI_SLP_IRAM_OPT
libesp_wifi.a,wifi_init.c.obj,wifi_apb80m_release,CONFIG_PM_ENABLE
libesp_wifi.a,wifi_init.c.obj,wifi_apb80m_request,CONFIG_PM_ENABLE
libnewlib.a,locks.c.obj,_lock_acquire,CONFIG_PM_ENABLE
libnewlib.a,locks.c.obj,_lock_release,CONFIG_PM_ENABLE
libnewlib.a,locks.c.obj,.text.*
libnewlib.a,locks.c.obj,.iram1.*
libriscv.a,interrupt.c.obj,.text.*
libriscv.a,vectors.S.obj,.text.*
libpp.a,*,.iram1.*,FALSE
libpp.a,*,.wifi0iram.*,CONFIG_ESP32_WIFI_IRAM_OPT
libpp.a,*,.wifirxiram.*,CONFIG_ESP32_WIFI_IRAM_OPT
libnet80211.a,*,.wifi0iram.*,CONFIG_ESP32_WIFI_IRAM_OPT
libnet80211.a,*,.wifirxiram.*,CONFIG_ESP32_WIFI_IRAM_OPT
libesp_mm.a,esp_mmu_map.c.obj,.iram1.*
libesp_mm.a,esp_mmu_map.c.obj,.text.*,FALSE
libesp_mm.a,esp_mmu_map.c.obj,s_do_cache_invalidate,
libesp_mm.a,esp_mmu_map.c.obj,s_do_mapping,
libesp_mm.a,esp_mmu_map.c.obj,s_do_unmapping,
libesp_mm.a,esp_mmu_map.c.obj,esp_mmu_vaddr_to_paddr,
libhal.a,mmu_hal.c.obj,.iram1.*
libhal.a,mmu_hal.c.obj,.text.*
